,PET,VPD,air_temp,doy,precip,soil_temp,sw_in,wind_speed,year,wp_RNET,wp_ch4_gf,wp_co2_gf,wp_er,wp_gpp,wp_h,wp_le,mb_RNET,mb_ch4_gf,mb_co2_gf,mb_er,mb_gpp,mb_h,mb_le,wp_evi,wp_lswi2,wp_ndvi,mb_evi,mb_lswi2,mb_ndvi,wp_LST.day,wp_LST.night,mb_LST.day,mb_LST.night
10,7.08,0.917496651,20.75,205,0.0,22.5375,29.0916,4.4375,2012,20.0090875917,1432.13893595,-63.1494241138,30.2131514168,-93.3625755307,2.39441759802,15.3815311139,17.030028169,4552.43495205,-22.6301791659,94.8002569622,-117.430436128,6.80930168073,29.6529575678,0.429764285714,0.59184730503,0.738885714286,0.298933333333,0.556796364412,0.648480952381,29.7757761838,17.2894574833,26.902187876,18.5020491266
11,5.52,0.83728050367,19.6708333333,206,0.0,22.025,22.0896,4.425,2012,19.6870357383,1817.93275736,-69.0178780693,29.8214497704,-98.8393278398,2.50229085992,15.3468442563,16.6038591549,3622.18229906,-43.3050807923,74.8841434516,-118.189224244,5.27524563547,24.7879146707,0.4372,0.622373651334,0.7516,0.2977,0.565714027138,0.649471428571,29.6926966125,17.2882507556,26.9168391953,18.4980717667
12,6.01,0.78945539274,19.2958333333,207,0.0,21.7708333333,23.9292,4.85416666667,2012,19.4724136783,1833.20351487,-69.7297627436,30.0758069849,-99.8055697285,2.24788305758,14.456041838,16.2489295775,3395.65145428,-58.9718931039,71.2790537529,-130.250946857,5.16226039207,23.3970624392,0.4421125,0.62387917842,0.75445625,0.296466666667,0.574631689863,0.650461904762,29.6278807888,17.2852804784,26.9304027188,18.4929987694
13,5.93,0.655890074224,17.825,208,0.0,21.4666666667,24.1416,5.675,2012,19.5133784725,1821.33909247,-70.4072625587,29.0510415823,-99.4583041411,3.21298099049,12.4999899928,14.8393409834,3213.66814959,-57.5079063396,56.2019325815,-113.709838921,6.29542838021,21.1519216887,0.447025,0.625384705506,0.7573125,0.295233333333,0.583549352589,0.651452380952,29.5813287128,17.2805466517,26.9428784464,18.4868301346
14,6.49,0.814489375157,19.2666666667,209,0.0,21.2041666667,27.5184,4.75416666667,2012,19.4399758175,1853.52281563,-71.9727945299,29.7311293473,-101.703923877,2.34252437603,14.6387156911,16.4437605634,3486.46064834,-42.2060067011,86.8395150605,-129.045521762,3.91615247703,24.1819681431,0.4519375,0.626890232592,0.76016875,0.294,0.592467015314,0.652442857143,29.5530403844,17.2740492755,26.9542663781,18.4795658624
15,6.83,0.953595871195,20.3791666667,210,0.0,21.325,28.422,3.78333333333,2012,19.2256204219,1848.63525211,-66.7405537854,31.121072032,-97.8616258174,1.35780562528,15.4366477676,16.3774647887,4123.46612997,-26.5296979877,105.691459982,-132.22115797,2.78082670053,25.4983743171,0.45685,0.628395759678,0.763025,0.292766666667,0.60138467804,0.653433333333,29.5430158038,17.2657883497,26.964566514,18.4712059528
16,6.7,1.08096613897,21.4666666667,211,0.0,21.475,28.4184,3.47916666667,2012,19.0767322915,1877.65619075,-67.3190397677,30.9937740666,-98.3128138343,1.38420956125,15.6316080363,16.3167464789,4582.13065472,-23.7429239436,117.965412202,-141.708336145,2.49133798093,27.9178445474,0.4617625,0.629901286763,0.76588125,0.291533333333,0.610302340765,0.654423809524,29.5512549708,17.2557638745,26.973778854,18.4617504058
17,6.65,1.40191486971,23.5416666667,212,0.0,21.7291666667,28.6956,2.05833333333,2012,19.7395479013,1611.08798442,-62.0434799549,28.3746459185,-90.4181258734,0.548144298192,16.058261588,16.8730985915,4135.38642944,0.153985544362,109.070880995,-108.916895451,0.205909059446,25.9153688457,0.466675,0.631406813849,0.7687375,0.2903,0.619220003491,0.655414285714,30.47,17.67,27.11,19.07
18,6.97,1.4352828649,24.2041666667,213,0.0,22.1666666667,28.3356,2.40833333333,2012,19.3125182446,1781.52465528,-58.2075105694,29.5066485977,-87.7141591671,-0.0215400542797,17.0461727629,16.3183943662,4859.5004018,7.87397396216,136.984730803,-129.110756841,-1.47042750173,31.2478960917,0.4715875,0.632912340935,0.77159375,0.289066666667,0.628137666216,0.656404761905,29.6103589143,17.2304242756,26.9889401466,18.4395523994
19,6.99,1.3343299968,22.8125,214,0.0,22.1375,28.7964,2.64583333333,2012,19.0922277184,2210.61964689,-54.612742426,32.7087528595,-87.3214952855,-0.197129812248,16.65797948,15.9118732394,4786.90252454,-14.7715464213,125.77408395,-140.545630372,1.49771984753,28.7329601908,0.4765,0.634417868021,0.77445,0.287833333333,0.637055328942,0.657395238095,29.6368924235,17.2151091519,26.994889099,18.42680994
